nid,vid,title,description,type,creator,contributor,date_issued,date_issued_start,date_issued_end,date_other,alternate_title,subject,annotations,form,identifier_local,caption,extent,note,city,state,country,continent,region,coordinates,extraterrestrialarea,projection,scale,publisher,origin_info_place,copyright_date,physical_location,provenance,access_condition,language,purl,fullsize,thumbnail
85391,85391,The Century atlas : Minnesota,,Cartographic,,Century Company (Original copyright holder),1897,,,,,Minnesota_Maps,,Paper Map,map00064 | G4140 1897 .C3,,17 x 12 inches,Atlas plate 25.  Inset maps of Minneapolis and Saint Paul and of Duluth.,,Minnesota,,North America,,,,,,[ s.n.],United States?,,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://map.lib.umn.edu"">http://map.lib.umn.edu</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://map.lib.umn.edu"">http://map.lib.umn.edu</a>",eng,http://purl.umn.edu/89363,http://umedia.lib.umn.edu/sites/default/files/reference/60/image/jpeg/1007043.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/60/image/jpeg/1007043.jpg
85392,85392,Preliminary geological map of Minnesota,,Cartographic,"Winchell, N. H. (Newton Horace), 1839-1914","Reed, A. J. (Lithographer)",1872,,,,,Minnesota_Maps,,Paper Map,map00065 | G4141 .C5 1872 .W4,,22 x 17 inches,,,Minnesota,,North America,,,,,,[s.n.],United States,,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://map.lib.umn.edu"">http://map.lib.umn.edu</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://map.lib.umn.edu"">http://map.lib.umn.edu</a>",eng,http://purl.umn.edu/89364,http://umedia.lib.umn.edu/sites/default/files/reference/60/image/jpeg/1007034.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/60/image/jpeg/1007034.jpg
891385,891385,Cram's new sectional map of the state of Minnesota : engraved from official draughts of each county.,"Cartographic Details: Scale [1:633,600] (W 97?15?--W 89?29?/N 49?24?--N 43?30?).",Cartographic,"Cram, George Franklin (1841-1928)",,1879,1879,1879,,,Surveying -- Public lands -- Minnesota -- Maps | Minnesota -- Maps | Maps,,Paper Map,G4141. B5 1879 .C7 | map03050,,94 x 81 cm,,,Minnesota,UNITED STATES,North America,,,,,"1:633,600",Geo. F. Cram,"Chicago, Illinois",1872,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/188634,http://umedia.lib.umn.edu/sites/default/files/reference/501/image/jpeg/1002460.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/501/image/jpeg/1002460.jpg
891386,891386,"Scarborough's map of Minnesota : showing counties, townships, railroads, cities, towns, villages, post-offices, and stations ...","Cartographic Details: Scale [1:823,680]. 13 mi. to 1 in. (W 97?30?--W 89? 30?/N 49?30?--N 43?15?). Cartographic Details: Scale approximately 1:6,000,000 (W 125?--W 67?/N 50?--N 20?). Relief shown by hachures and spot heights. Includes index for Minnesota counties and cities with 1905 state census populations, Minnesota distance table, inset map of Minneapolis and St. Paul, United States distance table with railroad fares, 1900 United States census table and charts, two inset hemisphere maps of the world, insets of Alaska and Europe, 8 ancillary maps of U.S. products, and ill.",Cartographic,Scarborough Company,,1904,1904,1904,,,Railroads -- United States -- Maps | Minnesota -- Maps | United States -- Maps | Maps,,Paper Map,G4140 1904 .S33 | map03051-1 | map03051-2,,95 x 99 cm,,,Minnesota,UNITED STATES,North America,,,,,"1:823,680|1:6,000,000",Scarborough Co.,"Indianapolis, Indiana",1904,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/188635,http://umedia.lib.umn.edu/sites/default/files/reference/501/image/jpeg/1002463.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/501/image/jpeg/1002463.jpg
891390,891390,State of Minnesota : compiled from the official records of the General Land Office and other sources,"Cartographic Details: Scale [1:760,320]. 1 in. = 12 mi. Includes inset of Minneapolis and St. Paul.",Cartographic,"United States. General Land Office | Bond, Frank (1856-1940) | Helm, Charles J. | Dinsmore, A. F.",,1905,1905,1905,,,Minnesota -- Maps | Maps,,Paper Map,G4140 1905 . U5 | map03052,,93 x 79 cm,,,Minnesota,UNITED STATES,North America,,,,,"1:760,320",General Land Office,"Washington, D.C.",1905,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/188639,http://umedia.lib.umn.edu/sites/default/files/reference/501/image/jpeg/1002468.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/501/image/jpeg/1002468.jpg
891393,891393,Premier series map of Minnesota,"Cartographic Details: Scale [1:950,400]. 1 in. = 15 mi. (W 97ø00ø--W 89ø30?/N 49ø30?--N 43ø30?). Index on verso. Insets: Minest in Saint Louis County -- [Cook County] -- Saint Paul, Minneapolis and vicinity. Sheet includes: ill. of state capitol, list of agricultural associations, and statistics.",Cartographic,"Geographical Publishing Co. | Farm, Stock, & Home (Minneapolis, Minn.)",,1906,1906,1906,,,Railroads -- Minnesota -- Maps | Cities and towns -- Minnesota -- Maps | Minnesota -- Maps | Maps,,Paper Map,G4140 1906 .G4 | map03053-1 | map03053-2,,89 x 71 cm,,,Minnesota,UNITED STATES,North America,,,,,"1:950,400",Geographical Publishing Co.,"Chicago, Illinois",1906,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/188642,http://umedia.lib.umn.edu/sites/default/files/reference/501/image/jpeg/1002472.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/501/image/jpeg/1002472.jpg
891397,891397,Minnesota,"Cartographic Details: Scale [1:1,103,760]. 1 in. = 16 miles. Includes index to railroads, and insets of Cook County and Minneapolis-St. Paul vicinity. Index to ""Counties, creeks, Indian reservations ..."" and advertisement on verso.",Cartographic,Rand McNally and Company,,1909,1909,1909,,,Railroads -- Minnesota -- Maps | Minnesota -- Maps | Maps,,Paper Map,G4140 1909 .R3 | map03054-1 | map03054-2,,64 x 47 cm,,,Minnesota,UNITED STATES,North America,,,,,"1:1,103,760",Rand McNally & Co.,"Chicago, Illinois",1909,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/188646,http://umedia.lib.umn.edu/sites/default/files/reference/501/image/jpeg/1002480.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/501/image/jpeg/1002480.jpg
891405,891405,"Rand, McNally & Co.'s Minnesota","Cartographic Details: Scale 1:1,013,760 ; Statute miles, 16 = 1 in. (W 97?15?--W 89?30?/N 49?23?--N 43?30?). Red overprinting shows railroads. Title from upper margin. Title near copyright: Rand, McNally & Co.'s business atlas map of Minnesota. On verso: Minnesota. Counties, creeks, Indian reservations, lakes, rivers, and towns. Index in left margin. Includes list of ""Minnesota Railroads."" Insets: N.E. corner of state of Minnesota -- Minneapolis, St. Paul and vicinity.",Cartographic,Rand McNally and Company,,1902,1902,1902,,,Railroads -- Minnesota -- Maps | Minnesota -- Maps | Maps,,Paper Map,G4140 1902 .R3 | map03055,,66 x 48 cm,,,Minnesota,UNITED STATES,North America,,,,,"1:1,013,760",Rand McNally & Co.,"Chicago, Illinois",1902,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/188655,http://umedia.lib.umn.edu/sites/default/files/reference/501/image/jpeg/1002487.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/501/image/jpeg/1002487.jpg
891408,891408,Minnesota,"Cartographic Details: Scale [1:1,077,120] (W 97?15?--W 89?30?/N 49?23?--N 43?30?). Includes index to railroads and electric railroads. Population statistics and index to place names on verso. Insets: Cook Co. northeastern Minnesota -- [Minneapolis, St. Paul and vicinity].",Cartographic,"Cram, George Franklin (1841-1928)",,1903,1903,1903,,,Railroads -- Minnesota -- Maps | Minnesota -- Maps | Maps,,Paper Map,G4140 1903 .C7 | map03056,,42 x 60 cm,,,Minnesota,UNITED STATES,North America,,,,,"1:1,077,120",Geo. F. Cram,"Chicago, Illinois",1903,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/188658,http://umedia.lib.umn.edu/sites/default/files/reference/501/image/jpeg/1002498.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/501/image/jpeg/1002498.jpg
891412,891412,Map of Minnesota designating the three naturally distinct beekeeping districts,"Cartographic Details: Scale approximately 1:1,267,200. Insets: St. Paul-Minneapolis and vicinity. Scale [approximately 1:480,000] -- Mesabi Range. Scale [1:633,600] -- Cook County : northeastern Minnesota. Scale [approximately 1:1,267,200]. Index on verso.",Moving Image,Minnesota State Fair | McGill-Warner Co.,,1917,1917,1917,,,Bee culture -- Minnesota -- Maps -- 1917 | Maps,,Paper Map,G4141.J5 1917 .M56 | map03057,,72 x 50 cm,,,Minnesota,UNITED STATES,North America,,,,,72 x 50 cm,McGill-Warner Co.,"St. Paul, Minnesota",1917,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/188662,http://umedia.lib.umn.edu/sites/default/files/reference/501/image/jpeg/1002502.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/501/image/jpeg/1002502.jpg
891453,891453,Minnesota game refuges.,"Cartographic Details: Scale approximately 1:4,700,000. Includes list of game refuges and state parks.",Cartographic,,,1915?,1915,1915,,,Game reserves -- Minnesota -- Maps | Maps,,Paper Map,G4141.D5 1915 .M5 | map03058,,56 x 22 cm,,,Minnesota,UNITED STATES,North America,,,,,"1:4,700,000",,"St. Paul, Minnesota?",1915,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/188717,http://umedia.lib.umn.edu/sites/default/files/reference/501/image/jpeg/1002565.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/501/image/jpeg/1002565.jpg
891454,891454,"State game refuges : issued September 1, 1924","Cartographic Details: Scale approximately 1:1,900,000. Insets: Mesabi Range. Scale [1:633,600] -- Cook County, northeastern Minnesota -- St. Paul-Minneapolis and vicinity. Scale [approximately 1:500,000]. List of state game refuges including brief discriptions of their locations on verso.",Cartographic,"Minnesota. Game and Fish Department | Gould, James F. | McGill-Warner Co.",,1924,1924,1924,,,Game reserves -- Minnesota -- Maps -- 1924 | Maps,,Paper Map,G4141.D5 1924 .M5 | map03059-1 | map03059-2,,72 x 50 cm,,,Minnesota,UNITED STATES,North America,,,,,"1:1,900,000",McGill-Warner Co.,"St. Paul, Minnesota",1923,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/188718,http://umedia.lib.umn.edu/sites/default/files/reference/501/image/jpeg/1002568.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/501/image/jpeg/1002568.jpg
891455,891455,The Rand-McNally new commercial atlas map of Minnesota,"Cartographic Details: Scale 1:1,013,760 ; Statute miles, 16 = 1 in. (W 97?15?--W 89?30?/N 49?23?--N 43?30?). Red overprinting shows railroads. Insets: N.E. corner of Minnesota showing Cook Co. -- Minneapolis, St. Paul and vicinity. Indexed.",Cartographic,Rand McNally and Company,,1918?,1918,1918,,,Roads -- Minnesota -- Maps | Railroads -- Minnesota -- Maps | Minnesota -- Maps | Maps,,Paper Map,G4140 1918 .R3 | map03060-1 | map03060-2,,54 x 72 cm,,,Minnesota,UNITED STATES,North America,,,,,"1:1,013,760",Rand McNally & Co.,"Chicago, Illinois",1918,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/188719,http://umedia.lib.umn.edu/sites/default/files/reference/501/image/jpeg/1002571.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/501/image/jpeg/1002571.jpg
891456,891456,Map of Minnesota : the land of opportunities,"Cartographic Details: Scale approximately 1:918,000. Panel title. Insets: Mesabi Range -- Cook County, northeastern Minnesota -- St. Paul-Minneapolis and vicinity. Inset photos on verso: Minnesota prize winners -- A Minnesota creamery -- A Minnesota farm. Includes index and remarks on verso.",Cartographic,Minnesota State Board of Immigration | McGill-Warner Co.,,1922,1922,1922,,,Minnesota -- Maps | Maps,,Paper Map,G4140 1922 .M5 | map03061-1 | map03061-2,,71 x 50 cm,,,Minnesota,UNITED STATES,North America,,,,,"1:918,000",Minnesota State Board of Immigration : McGill-Warner Co,"St. Paul, Minnesota",1922,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/188720,http://umedia.lib.umn.edu/sites/default/files/reference/501/image/jpeg/1002574.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/501/image/jpeg/1002574.jpg
891457,891457,Map of Minnesota,"Cartographic Details: Scale approximately 1:918,000. Panel title. Insets: Mesabi Range -- Cook County, northeastern Minnesota -- St. Paul-Minneapolis and vicinity. Inset photos on verso: Minnesota prize winners -- A Minnesota creamery -- A Minnesota farm. Includes indexes of counties, Indian reservations, lakes, rivers, cities, villages, and stations on verso.",Cartographic,Minnesota State Board of Immigration | McGill-Warner Co.,,1920,1920,1920,,,Minnesota -- Maps | Maps,,Paper Map,G4140 1920 .M5 | map03062-1 | map03062-2,,71 x 50 cm,,,Minnesota,UNITED STATES,North America,,,,,"1:918,000",Minnesota State Board of Immigration : McGill-Warner Co,"St. Paul, Minnesota",1920,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/188721,http://umedia.lib.umn.edu/sites/default/files/reference/501/image/jpeg/1002576.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/501/image/jpeg/1002576.jpg
891458,891458,Clason's guide map of Minnesota,"Cartographic Details: Scale approximately 1:1,050,000 (W 97?00?--W 89?40?/N 49?00?--N 43?00?). ""The green guide series""--Cover. Includes inset of ""Cook County, n.e. corner of Minnesota,"" and ""Minnesota index, 1920.""",Cartographic,Clason Map Co.,,1920?,1920,1920,,,Minnesota -- Maps | Maps,,Paper Map,G4140 1920 .C5 | map03063,,66 x 47 cm,,,Minnesota,UNITED STATES,North America,,,,,"1:1,050,000",Clason Map Co.,"Denver, Colorado",1920,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/188722,http://umedia.lib.umn.edu/sites/default/files/reference/501/image/jpeg/1002577.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/501/image/jpeg/1002577.jpg
891459,891459,Map of Minnesota,"Cartographic Details: Scale approximately 1:930,000. Panel title. ""Minnesota State Board of Immigration: J.A.A. Burnquist, Governor; Julius A. Schmahl, Secretary of State; J.A.O. Preus, State Auditor; A.D. Stephens, Crookston; J.A. Nichols, Minneapolis; Fred D. Sherman, Commissioner."" Insets: Mesabi Range. Scale [1:633,600]-- Cook County, northeastern Minnesota -- St. Paul-Minneapolis and vicinity. Scale [approximately 1:490,000]. Illustrations on verso: Minnesota prize winners -- A Minnesota creamery -- A Minnesota farm -- A Minnesota corn field. Includes indexes of counties, Indian reservations, lakes, rivers, cities, villages, and stations on verso.",Cartographic,"Minnesota State Board of Immigration | Burnquist,Joseph Alfred Arner (1879-1961) | Schmahl, Julius August (1867-1955) | Preus, Jacob Aall Ottesen (1883-1961) | Stephens,. A. D. | Nichols, J. A. | Sherman, Fred D. | McGill-Warner Co.",,1917,1917,1917,,,Minnesota -- Maps -- 1917 | Maps,,Paper Map,G4140 1917 .M5 | map03064-1 | map03064-2,,72 x 50 cm,,,Minnesota,UNITED STATES,North America,,,,,"1:930,000",Minnesota State Board of Immigration : McGill-Warner Co,"St. Paul, Minnesota",1917,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/188723,http://umedia.lib.umn.edu/sites/default/files/reference/501/image/jpeg/1002579.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/501/image/jpeg/1002579.jpg
891460,891460,Minnesota,"Cartographic Details: Scale [1:1,013,760]. ""Minnesota State Board of Immigration: Adolph O. Eberhart, Governor; Julius A. Schmahl, Secretary of State; S.G. Iverson, State Auditor; A.D. Stephens, Crookston; J.A. Nichols, Minneapolis; Fred D. Sherman, Commissioner ."" Insets: N.E. corner of Minnesota showing Cook Co. -- Minneapolis, St. Paul and vicinity. Illustrations on verso: Minnesota prize winners -- A Minnesota creamery -- A Minnesota farm -- A Minnesota corn field. Index to counties, creeks, Indian reservations, lakes, rivers, and towns on verso.",Cartographic,"Minnesota State Board of Immigration | Beberhard, Adolph Olson (1870-1944) | Schmahl, Julius August (1867-1955) | Iverson, Samuel Gilbert (1859-1928) | Stephens,. A. D. | Nichols, J. A. | Sherman, Fred D. | McGill-Warner Co.",,1913,1913,1913,,,Minnesota -- Maps -- 1913 | Maps,,Paper Map,G4140 1913 .M5 | map03065-1 | map03065-2,,65 x 48 cm,,,Minnesota,UNITED STATES,North America,,,,,"1:1,013,760",Minnesota State Board of Immigration : McGill-Warner Co,"St. Paul, Minnesota",1913,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/188724,http://umedia.lib.umn.edu/sites/default/files/reference/501/image/jpeg/1002582.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/501/image/jpeg/1002582.jpg
891461,891461,Chapman's new sectional map of Minnesota,"Cartographic Details: Scale [1:633,600] Shows county boundaries as of 1855. Hand colored.",Cartographic,"Chapman, Silas | Ferd. Mayer & Co.",,1856,1856,1856,,,Minnesota -- Surveys -- Maps | Maps,,Paper Map,G4141.B5 1856 .C4 | map03066,,73 x 57 cm,,,Minnesota,UNITED STATES,North America,,,,,"1:633,600",Silas Chapman,"Milwaukee, Wisconsin",1856,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/188725,http://umedia.lib.umn.edu/sites/default/files/reference/501/image/jpeg/1002583.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/501/image/jpeg/1002583.jpg
891462,891462,Sketch of the public surveys in the territory of Minnesota,"Cartographic Details: Scale 1:1,140,480. 18 miles to an in. From: U.S. 35th Cong., 1st sess., 1857-1858. Senate doc. -- volume 5, no. 11. -- (Serial set ; 922). At head of title: (H). In upper right: Sen. Ex. Doc. No. 11 & Ho. Ex. No. 2, 1st Sess., 35th Cong.",Cartographic,"United States. General Land Office | Emerson, Charles L. | Lithy, Graham",,1856,1856,1856,,,Minnesota -- Surveys -- Maps | Maps,,Paper Map,G4141.B5 1856 .M4 | map03067,,57 x 58 cm,,,Minnesota,UNITED STATES,North America,,,,,"1:1,140,480",,,1856,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/188726,http://umedia.lib.umn.edu/sites/default/files/reference/501/image/jpeg/1002584.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/501/image/jpeg/1002584.jpg
891463,891463,Chapman's new sectional map of Minnesota,"Cartographic Details: Scale approximately 1:630,000. Shows county boundaries as of 1856-1857. Entered by Silas Chapman. Hand colored.",Cartographic,"Chapman, Silas | Ferd. Mayer & Co. | A.S. Barnes & Co. | J.B. Lippincott & Co.",,1857,1857,1857,,,Minnesota -- Surveys -- Maps | Maps,,Paper Map,G4141.B5 1857 .C4 | map03068,,73 x 57 cm,,,Minnesota,UNITED STATES,North America,,,,,"1:633,600",Dyer & Pasmore,"Milwaukee, Wisconsin",1857,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/188727,http://umedia.lib.umn.edu/sites/default/files/reference/501/image/jpeg/1002585.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/501/image/jpeg/1002585.jpg
891464,891464,Sketch of the public surveys in the state of Minnesota,"Cartographic Details: Scale [1:1,140,480]. 18 miles to an in. At head of title: (F). House ex. doc. Number 1, 37th Cong., 3d sess. (Serial 1160).",Cartographic,United States. Surveyor General,,1862,1862,1862,,,Minnesota -- Maps | Minnesota -- Surveys -- Maps | Maps,,Paper Map,G4141.B5 1862 .U5 | map03069,,58 x 50 cm,,,Minnesota,UNITED STATES,North America,,,,,"1:1,140,480",GPO,"Washington, D.C.",1862,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/188728,http://umedia.lib.umn.edu/sites/default/files/reference/501/image/jpeg/1002587.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/501/image/jpeg/1002587.jpg
891465,891465,Sketch of the public surveys in the state of Minnesota,"Cartographic Details: Scale 1:1,040,480. ""St. Paul, October 19th, 1863."" Above neat line at right: ""Ho. Reps. ex. doc. no. 1, 38th Cong., 1st sess."" Shows surveyed area of Minnesota. Endorsed by Surveyor General W.D. Washburn.",Cartographic,United States. General Land Office,,1863,1863,1863,,,Minnesota -- Maps | Minnesota -- Surveys -- Maps | Maps,,Paper Map,G4141.B5 1863 .S5 | map03070,,58 x 51 cm,,,Minnesota,UNITED STATES,North America,,,,,"1:1,140,480",U.S. Congress,"Washington, D.C.",1863,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/188729,http://umedia.lib.umn.edu/sites/default/files/reference/501/image/jpeg/1002588.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/501/image/jpeg/1002588.jpg
891466,891466,Chapman's sectional map of the surveyed part of Minnesota,"Cartographic Details: Scale approximately 1:630,000. Cover title: Chapman's sectional map of Minnesota. Shows county boundaries as of 1867. Publisher's advertising on back cover. Hand colored.",Cartographic,"Chapman, Silas | Lipman, Louis",,1868,1868,1868,,,Minnesota -- Maps | Maps,,Paper Map,G4141.B5 1868 .C4 | map03071,,82 x 72 cm,,,Minnesota,UNITED STATES,North America,,,,,"1:630,000",Silas Chapman,"Milwaukee, Wisconsin",1865,"University of Minnesota Libraries, John R. Borchert Map Library. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",,"Use of this image may be governed by U.S. and international copyright laws. Please contact the John R. Borchert Map Library for permission to publish this image. <a href=""http://www.lib.umn.edu/borchert"">http://www.lib.umn.edu/borchert</a>",English,http://purl.umn.edu/188730,http://umedia.lib.umn.edu/sites/default/files/reference/501/image/jpeg/1002589.jpg,http://umedia.lib.umn.edu/sites/default/files/imagecache/square300/reference/501/image/jpeg/1002589.jpg
